rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 189.\nIf this is a bulk test, card 189 validates row-level rendering.",CREATURE - TESTER,SMO,00189/500,1,1,3,Card 189,Variant 189
"Generated effect for card 190.\nIf this is a bulk test, card 190 validates row-level rendering.",CREATURE - TESTER,SMO,00190/500,2,2,4,Card 190,Variant 190
"Generated effect for card 191.\nIf this is a bulk test, card 191 validates row-level rendering.",CREATURE - TESTER,SMO,00191/500,3,3,5,Card 191,Variant 191
"Generated effect for card 192.\nIf this is a bulk test, card 192 validates row-level rendering.",CREATURE - TESTER,SMO,00192/500,4,4,6,Card 192,Variant 192
"Generated effect for card 193.\nIf this is a bulk test, card 193 validates row-level rendering.",CREATURE - TESTER,SMO,00193/500,5,5,7,Card 193,Variant 193
"Generated effect for card 194.\nIf this is a bulk test, card 194 validates row-level rendering.",CREATURE - TESTER,SMO,00194/500,6,6,1,Card 194,Variant 194
"Generated effect for card 195.\nIf this is a bulk test, card 195 validates row-level rendering.",CREATURE - TESTER,SMO,00195/500,7,7,2,Card 195,Variant 195
"Generated effect for card 196.\nIf this is a bulk test, card 196 validates row-level rendering.",CREATURE - TESTER,SMO,00196/500,8,1,3,Card 196,Variant 196
"Generated effect for card 197.\nIf this is a bulk test, card 197 validates row-level rendering.",CREATURE - TESTER,SMO,00197/500,9,2,4,Card 197,Variant 197
"Generated effect for card 198.\nIf this is a bulk test, card 198 validates row-level rendering.",CREATURE - TESTER,SMO,00198/500,1,3,5,Card 198,Variant 198
"Generated effect for card 199.\nIf this is a bulk test, card 199 validates row-level rendering.",CREATURE - TESTER,SMO,00199/500,2,4,6,Card 199,Variant 199
"Generated effect for card 200.\nIf this is a bulk test, card 200 validates row-level rendering.",CREATURE - TESTER,SMO,00200/500,3,5,7,Card 200,Variant 200
"Generated effect for card 201.\nIf this is a bulk test, card 201 validates row-level rendering.",CREATURE - TESTER,SMO,00201/500,4,6,1,Card 201,Variant 201
"Generated effect for card 202.\nIf this is a bulk test, card 202 validates row-level rendering.",CREATURE - TESTER,SMO,00202/500,5,7,2,Card 202,Variant 202
"Generated effect for card 203.\nIf this is a bulk test, card 203 validates row-level rendering.",CREATURE - TESTER,SMO,00203/500,6,1,3,Card 203,Variant 203
"Generated effect for card 204.\nIf this is a bulk test, card 204 validates row-level rendering.",CREATURE - TESTER,SMO,00204/500,7,2,4,Card 204,Variant 204
"Generated effect for card 205.\nIf this is a bulk test, card 205 validates row-level rendering.",CREATURE - TESTER,SMO,00205/500,8,3,5,Card 205,Variant 205
"Generated effect for card 206.\nIf this is a bulk test, card 206 validates row-level rendering.",CREATURE - TESTER,SMO,00206/500,9,4,6,Card 206,Variant 206
"Generated effect for card 207.\nIf this is a bulk test, card 207 validates row-level rendering.",CREATURE - TESTER,SMO,00207/500,1,5,7,Card 207,Variant 207
"Generated effect for card 208.\nIf this is a bulk test, card 208 validates row-level rendering.",CREATURE - TESTER,SMO,00208/500,2,6,1,Card 208,Variant 208
"Generated effect for card 209.\nIf this is a bulk test, card 209 validates row-level rendering.",CREATURE - TESTER,SMO,00209/500,3,7,2,Card 209,Variant 209
"Generated effect for card 210.\nIf this is a bulk test, card 210 validates row-level rendering.",CREATURE - TESTER,SMO,00210/500,4,1,3,Card 210,Variant 210
"Generated effect for card 211.\nIf this is a bulk test, card 211 validates row-level rendering.",CREATURE - TESTER,SMO,00211/500,5,2,4,Card 211,Variant 211
"Generated effect for card 212.\nIf this is a bulk test, card 212 validates row-level rendering.",CREATURE - TESTER,SMO,00212/500,6,3,5,Card 212,Variant 212
"Generated effect for card 213.\nIf this is a bulk test, card 213 validates row-level rendering.",CREATURE - TESTER,SMO,00213/500,7,4,6,Card 213,Variant 213
"Generated effect for card 214.\nIf this is a bulk test, card 214 validates row-level rendering.",CREATURE - TESTER,SMO,00214/500,8,5,7,Card 214,Variant 214
"Generated effect for card 215.\nIf this is a bulk test, card 215 validates row-level rendering.",CREATURE - TESTER,SMO,00215/500,9,6,1,Card 215,Variant 215
"Generated effect for card 216.\nIf this is a bulk test, card 216 validates row-level rendering.",CREATURE - TESTER,SMO,00216/500,1,7,2,Card 216,Variant 216
"Generated effect for card 217.\nIf this is a bulk test, card 217 validates row-level rendering.",CREATURE - TESTER,SMO,00217/500,2,1,3,Card 217,Variant 217
"Generated effect for card 218.\nIf this is a bulk test, card 218 validates row-level rendering.",CREATURE - TESTER,SMO,00218/500,3,2,4,Card 218,Variant 218
"Generated effect for card 219.\nIf this is a bulk test, card 219 validates row-level rendering.",CREATURE - TESTER,SMO,00219/500,4,3,5,Card 219,Variant 219
"Generated effect for card 220.\nIf this is a bulk test, card 220 validates row-level rendering.",CREATURE - TESTER,SMO,00220/500,5,4,6,Card 220,Variant 220
"Generated effect for card 221.\nIf this is a bulk test, card 221 validates row-level rendering.",CREATURE - TESTER,SMO,00221/500,6,5,7,Card 221,Variant 221
"Generated effect for card 222.\nIf this is a bulk test, card 222 validates row-level rendering.",CREATURE - TESTER,SMO,00222/500,7,6,1,Card 222,Variant 222
"Generated effect for card 223.\nIf this is a bulk test, card 223 validates row-level rendering.",CREATURE - TESTER,SMO,00223/500,8,7,2,Card 223,Variant 223
"Generated effect for card 224.\nIf this is a bulk test, card 224 validates row-level rendering.",CREATURE - TESTER,SMO,00224/500,9,1,3,Card 224,Variant 224
"Generated effect for card 225.\nIf this is a bulk test, card 225 validates row-level rendering.",CREATURE - TESTER,SMO,00225/500,1,2,4,Card 225,Variant 225
"Generated effect for card 226.\nIf this is a bulk test, card 226 validates row-level rendering.",CREATURE - TESTER,SMO,00226/500,2,3,5,Card 226,Variant 226
"Generated effect for card 227.\nIf this is a bulk test, card 227 validates row-level rendering.",CREATURE - TESTER,SMO,00227/500,3,4,6,Card 227,Variant 227
"Generated effect for card 228.\nIf this is a bulk test, card 228 validates row-level rendering.",CREATURE - TESTER,SMO,00228/500,4,5,7,Card 228,Variant 228
"Generated effect for card 229.\nIf this is a bulk test, card 229 validates row-level rendering.",CREATURE - TESTER,SMO,00229/500,5,6,1,Card 229,Variant 229
"Generated effect for card 230.\nIf this is a bulk test, card 230 validates row-level rendering.",CREATURE - TESTER,SMO,00230/500,6,7,2,Card 230,Variant 230
"Generated effect for card 231.\nIf this is a bulk test, card 231 validates row-level rendering.",CREATURE - TESTER,SMO,00231/500,7,1,3,Card 231,Variant 231
"Generated effect for card 232.\nIf this is a bulk test, card 232 validates row-level rendering.",CREATURE - TESTER,SMO,00232/500,8,2,4,Card 232,Variant 232
"Generated effect for card 233.\nIf this is a bulk test, card 233 validates row-level rendering.",CREATURE - TESTER,SMO,00233/500,9,3,5,Card 233,Variant 233
"Generated effect for card 234.\nIf this is a bulk test, card 234 validates row-level rendering.",CREATURE - TESTER,SMO,00234/500,1,4,6,Card 234,Variant 234
"Generated effect for card 235.\nIf this is a bulk test, card 235 validates row-level rendering.",CREATURE - TESTER,SMO,00235/500,2,5,7,Card 235,Variant 235
"Generated effect for card 236.\nIf this is a bulk test, card 236 validates row-level rendering.",CREATURE - TESTER,SMO,00236/500,3,6,1,Card 236,Variant 236
"Generated effect for card 237.\nIf this is a bulk test, card 237 validates row-level rendering.",CREATURE - TESTER,SMO,00237/500,4,7,2,Card 237,Variant 237
"Generated effect for card 238.\nIf this is a bulk test, card 238 validates row-level rendering.",CREATURE - TESTER,SMO,00238/500,5,1,3,Card 238,Variant 238
"Generated effect for card 239.\nIf this is a bulk test, card 239 validates row-level rendering.",CREATURE - TESTER,SMO,00239/500,6,2,4,Card 239,Variant 239
"Generated effect for card 240.\nIf this is a bulk test, card 240 validates row-level rendering.",CREATURE - TESTER,SMO,00240/500,7,3,5,Card 240,Variant 240
"Generated effect for card 241.\nIf this is a bulk test, card 241 validates row-level rendering.",CREATURE - TESTER,SMO,00241/500,8,4,6,Card 241,Variant 241
"Generated effect for card 242.\nIf this is a bulk test, card 242 validates row-level rendering.",CREATURE - TESTER,SMO,00242/500,9,5,7,Card 242,Variant 242
"Generated effect for card 243.\nIf this is a bulk test, card 243 validates row-level rendering.",CREATURE - TESTER,SMO,00243/500,1,6,1,Card 243,Variant 243
"Generated effect for card 244.\nIf this is a bulk test, card 244 validates row-level rendering.",CREATURE - TESTER,SMO,00244/500,2,7,2,Card 244,Variant 244
"Generated effect for card 245.\nIf this is a bulk test, card 245 validates row-level rendering.",CREATURE - TESTER,SMO,00245/500,3,1,3,Card 245,Variant 245
"Generated effect for card 246.\nIf this is a bulk test, card 246 validates row-level rendering.",CREATURE - TESTER,SMO,00246/500,4,2,4,Card 246,Variant 246
"Generated effect for card 247.\nIf this is a bulk test, card 247 validates row-level rendering.",CREATURE - TESTER,SMO,00247/500,5,3,5,Card 247,Variant 247
"Generated effect for card 248.\nIf this is a bulk test, card 248 validates row-level rendering.",CREATURE - TESTER,SMO,00248/500,6,4,6,Card 248,Variant 248
"Generated effect for card 249.\nIf this is a bulk test, card 249 validates row-level rendering.",CREATURE - TESTER,SMO,00249/500,7,5,7,Card 249,Variant 249
"Generated effect for card 250.\nIf this is a bulk test, card 250 validates row-level rendering.",CREATURE - TESTER,SMO,00250/500,8,6,1,Card 250,Variant 250
"Generated effect for card 251.\nIf this is a bulk test, card 251 validates row-level rendering.",CREATURE - TESTER,SMO,00251/500,9,7,2,Card 251,Variant 251
"Generated effect for card 252.\nIf this is a bulk test, card 252 validates row-level rendering.",CREATURE - TESTER,SMO,00252/500,1,1,3,Card 252,Variant 252
"Generated effect for card 253.\nIf this is a bulk test, card 253 validates row-level rendering.",CREATURE - TESTER,SMO,00253/500,2,2,4,Card 253,Variant 253
"Generated effect for card 254.\nIf this is a bulk test, card 254 validates row-level rendering.",CREATURE - TESTER,SMO,00254/500,3,3,5,Card 254,Variant 254
"Generated effect for card 255.\nIf this is a bulk test, card 255 validates row-level rendering.",CREATURE - TESTER,SMO,00255/500,4,4,6,Card 255,Variant 255
"Generated effect for card 256.\nIf this is a bulk test, card 256 validates row-level rendering.",CREATURE - TESTER,SMO,00256/500,5,5,7,Card 256,Variant 256
"Generated effect for card 257.\nIf this is a bulk test, card 257 validates row-level rendering.",CREATURE - TESTER,SMO,00257/500,6,6,1,Card 257,Variant 257
"Generated effect for card 258.\nIf this is a bulk test, card 258 validates row-level rendering.",CREATURE - TESTER,SMO,00258/500,7,7,2,Card 258,Variant 258
"Generated effect for card 259.\nIf this is a bulk test, card 259 validates row-level rendering.",CREATURE - TESTER,SMO,00259/500,8,1,3,Card 259,Variant 259
"Generated effect for card 260.\nIf this is a bulk test, card 260 validates row-level rendering.",CREATURE - TESTER,SMO,00260/500,9,2,4,Card 260,Variant 260
"Generated effect for card 261.\nIf this is a bulk test, card 261 validates row-level rendering.",CREATURE - TESTER,SMO,00261/500,1,3,5,Card 261,Variant 261
"Generated effect for card 262.\nIf this is a bulk test, card 262 validates row-level rendering.",CREATURE - TESTER,SMO,00262/500,2,4,6,Card 262,Variant 262
"Generated effect for card 263.\nIf this is a bulk test, card 263 validates row-level rendering.",CREATURE - TESTER,SMO,00263/500,3,5,7,Card 263,Variant 263
"Generated effect for card 264.\nIf this is a bulk test, card 264 validates row-level rendering.",CREATURE - TESTER,SMO,00264/500,4,6,1,Card 264,Variant 264
"Generated effect for card 265.\nIf this is a bulk test, card 265 validates row-level rendering.",CREATURE - TESTER,SMO,00265/500,5,7,2,Card 265,Variant 265
"Generated effect for card 266.\nIf this is a bulk test, card 266 validates row-level rendering.",CREATURE - TESTER,SMO,00266/500,6,1,3,Card 266,Variant 266
"Generated effect for card 267.\nIf this is a bulk test, card 267 validates row-level rendering.",CREATURE - TESTER,SMO,00267/500,7,2,4,Card 267,Variant 267
"Generated effect for card 268.\nIf this is a bulk test, card 268 validates row-level rendering.",CREATURE - TESTER,SMO,00268/500,8,3,5,Card 268,Variant 268
"Generated effect for card 269.\nIf this is a bulk test, card 269 validates row-level rendering.",CREATURE - TESTER,SMO,00269/500,9,4,6,Card 269,Variant 269
"Generated effect for card 270.\nIf this is a bulk test, card 270 validates row-level rendering.",CREATURE - TESTER,SMO,00270/500,1,5,7,Card 270,Variant 270
"Generated effect for card 271.\nIf this is a bulk test, card 271 validates row-level rendering.",CREATURE - TESTER,SMO,00271/500,2,6,1,Card 271,Variant 271
"Generated effect for card 272.\nIf this is a bulk test, card 272 validates row-level rendering.",CREATURE - TESTER,SMO,00272/500,3,7,2,Card 272,Variant 272
"Generated effect for card 273.\nIf this is a bulk test, card 273 validates row-level rendering.",CREATURE - TESTER,SMO,00273/500,4,1,3,Card 273,Variant 273
"Generated effect for card 274.\nIf this is a bulk test, card 274 validates row-level rendering.",CREATURE - TESTER,SMO,00274/500,5,2,4,Card 274,Variant 274
"Generated effect for card 275.\nIf this is a bulk test, card 275 validates row-level rendering.",CREATURE - TESTER,SMO,00275/500,6,3,5,Card 275,Variant 275
"Generated effect for card 276.\nIf this is a bulk test, card 276 validates row-level rendering.",CREATURE - TESTER,SMO,00276/500,7,4,6,Card 276,Variant 276
"Generated effect for card 277.\nIf this is a bulk test, card 277 validates row-level rendering.",CREATURE - TESTER,SMO,00277/500,8,5,7,Card 277,Variant 277
"Generated effect for card 278.\nIf this is a bulk test, card 278 validates row-level rendering.",CREATURE - TESTER,SMO,00278/500,9,6,1,Card 278,Variant 278
"Generated effect for card 279.\nIf this is a bulk test, card 279 validates row-level rendering.",CREATURE - TESTER,SMO,00279/500,1,7,2,Card 279,Variant 279
"Generated effect for card 280.\nIf this is a bulk test, card 280 validates row-level rendering.",CREATURE - TESTER,SMO,00280/500,2,1,3,Card 280,Variant 280
"Generated effect for card 281.\nIf this is a bulk test, card 281 validates row-level rendering.",CREATURE - TESTER,SMO,00281/500,3,2,4,Card 281,Variant 281
"Generated effect for card 282.\nIf this is a bulk test, card 282 validates row-level rendering.",CREATURE - TESTER,SMO,00282/500,4,3,5,Card 282,Variant 282
"Generated effect for card 283.\nIf this is a bulk test, card 283 validates row-level rendering.",CREATURE - TESTER,SMO,00283/500,5,4,6,Card 283,Variant 283
"Generated effect for card 284.\nIf this is a bulk test, card 284 validates row-level rendering.",CREATURE - TESTER,SMO,00284/500,6,5,7,Card 284,Variant 284
"Generated effect for card 285.\nIf this is a bulk test, card 285 validates row-level rendering.",CREATURE - TESTER,SMO,00285/500,7,6,1,Card 285,Variant 285
"Generated effect for card 286.\nIf this is a bulk test, card 286 validates row-level rendering.",CREATURE - TESTER,SMO,00286/500,8,7,2,Card 286,Variant 286
"Generated effect for card 287.\nIf this is a bulk test, card 287 validates row-level rendering.",CREATURE - TESTER,SMO,00287/500,9,1,3,Card 287,Variant 287
"Generated effect for card 288.\nIf this is a bulk test, card 288 validates row-level rendering.",CREATURE - TESTER,SMO,00288/500,1,2,4,Card 288,Variant 288
"Generated effect for card 289.\nIf this is a bulk test, card 289 validates row-level rendering.",CREATURE - TESTER,SMO,00289/500,2,3,5,Card 289,Variant 289
"Generated effect for card 290.\nIf this is a bulk test, card 290 validates row-level rendering.",CREATURE - TESTER,SMO,00290/500,3,4,6,Card 290,Variant 290
"Generated effect for card 291.\nIf this is a bulk test, card 291 validates row-level rendering.",CREATURE - TESTER,SMO,00291/500,4,5,7,Card 291,Variant 291
"Generated effect for card 292.\nIf this is a bulk test, card 292 validates row-level rendering.",CREATURE - TESTER,SMO,00292/500,5,6,1,Card 292,Variant 292
"Generated effect for card 293.\nIf this is a bulk test, card 293 validates row-level rendering.",CREATURE - TESTER,SMO,00293/500,6,7,2,Card 293,Variant 293
"Generated effect for card 294.\nIf this is a bulk test, card 294 validates row-level rendering.",CREATURE - TESTER,SMO,00294/500,7,1,3,Card 294,Variant 294
"Generated effect for card 295.\nIf this is a bulk test, card 295 validates row-level rendering.",CREATURE - TESTER,SMO,00295/500,8,2,4,Card 295,Variant 295
"Generated effect for card 296.\nIf this is a bulk test, card 296 validates row-level rendering.",CREATURE - TESTER,SMO,00296/500,9,3,5,Card 296,Variant 296
"Generated effect for card 297.\nIf this is a bulk test, card 297 validates row-level rendering.",CREATURE - TESTER,SMO,00297/500,1,4,6,Card 297,Variant 297
"Generated effect for card 298.\nIf this is a bulk test, card 298 validates row-level rendering.",CREATURE - TESTER,SMO,00298/500,2,5,7,Card 298,Variant 298
"Generated effect for card 299.\nIf this is a bulk test, card 299 validates row-level rendering.",CREATURE - TESTER,SMO,00299/500,3,6,1,Card 299,Variant 299
"Generated effect for card 300.\nIf this is a bulk test, card 300 validates row-level rendering.",CREATURE - TESTER,SMO,00300/500,4,7,2,Card 300,Variant 300
"Generated effect for card 301.\nIf this is a bulk test, card 301 validates row-level rendering.",CREATURE - TESTER,SMO,00301/500,5,1,3,Card 301,Variant 301
"Generated effect for card 302.\nIf this is a bulk test, card 302 validates row-level rendering.",CREATURE - TESTER,SMO,00302/500,6,2,4,Card 302,Variant 302
"Generated effect for card 303.\nIf this is a bulk test, card 303 validates row-level rendering.",CREATURE - TESTER,SMO,00303/500,7,3,5,Card 303,Variant 303
"Generated effect for card 304.\nIf this is a bulk test, card 304 validates row-level rendering.",CREATURE - TESTER,SMO,00304/500,8,4,6,Card 304,Variant 304
"Generated effect for card 305.\nIf this is a bulk test, card 305 validates row-level rendering.",CREATURE - TESTER,SMO,00305/500,9,5,7,Card 305,Variant 305
"Generated effect for card 306.\nIf this is a bulk test, card 306 validates row-level rendering.",CREATURE - TESTER,SMO,00306/500,1,6,1,Card 306,Variant 306
"Generated effect for card 307.\nIf this is a bulk test, card 307 validates row-level rendering.",CREATURE - TESTER,SMO,00307/500,2,7,2,Card 307,Variant 307
"Generated effect for card 308.\nIf this is a bulk test, card 308 validates row-level rendering.",CREATURE - TESTER,SMO,00308/500,3,1,3,Card 308,Variant 308
"Generated effect for card 309.\nIf this is a bulk test, card 309 validates row-level rendering.",CREATURE - TESTER,SMO,00309/500,4,2,4,Card 309,Variant 309
"Generated effect for card 310.\nIf this is a bulk test, card 310 validates row-level rendering.",CREATURE - TESTER,SMO,00310/500,5,3,5,Card 310,Variant 310
"Generated effect for card 311.\nIf this is a bulk test, card 311 validates row-level rendering.",CREATURE - TESTER,SMO,00311/500,6,4,6,Card 311,Variant 311
"Generated effect for card 312.\nIf this is a bulk test, card 312 validates row-level rendering.",CREATURE - TESTER,SMO,00312/500,7,5,7,Card 312,Variant 312
"Generated effect for card 313.\nIf this is a bulk test, card 313 validates row-level rendering.",CREATURE - TESTER,SMO,00313/500,8,6,1,Card 313,Variant 313
"Generated effect for card 314.\nIf this is a bulk test, card 314 validates row-level rendering.",CREATURE - TESTER,SMO,00314/500,9,7,2,Card 314,Variant 314
"Generated effect for card 315.\nIf this is a bulk test, card 315 validates row-level rendering.",CREATURE - TESTER,SMO,00315/500,1,1,3,Card 315,Variant 315
"Generated effect for card 316.\nIf this is a bulk test, card 316 validates row-level rendering.",CREATURE - TESTER,SMO,00316/500,2,2,4,Card 316,Variant 316
"Generated effect for card 317.\nIf this is a bulk test, card 317 validates row-level rendering.",CREATURE - TESTER,SMO,00317/500,3,3,5,Card 317,Variant 317
"Generated effect for card 318.\nIf this is a bulk test, card 318 validates row-level rendering.",CREATURE - TESTER,SMO,00318/500,4,4,6,Card 318,Variant 318
"Generated effect for card 319.\nIf this is a bulk test, card 319 validates row-level rendering.",CREATURE - TESTER,SMO,00319/500,5,5,7,Card 319,Variant 319
"Generated effect for card 320.\nIf this is a bulk test, card 320 validates row-level rendering.",CREATURE - TESTER,SMO,00320/500,6,6,1,Card 320,Variant 320
"Generated effect for card 321.\nIf this is a bulk test, card 321 validates row-level rendering.",CREATURE - TESTER,SMO,00321/500,7,7,2,Card 321,Variant 321
"Generated effect for card 322.\nIf this is a bulk test, card 322 validates row-level rendering.",CREATURE - TESTER,SMO,00322/500,8,1,3,Card 322,Variant 322
"Generated effect for card 323.\nIf this is a bulk test, card 323 validates row-level rendering.",CREATURE - TESTER,SMO,00323/500,9,2,4,Card 323,Variant 323
"Generated effect for card 324.\nIf this is a bulk test, card 324 validates row-level rendering.",CREATURE - TESTER,SMO,00324/500,1,3,5,Card 324,Variant 324
"Generated effect for card 325.\nIf this is a bulk test, card 325 validates row-level rendering.",CREATURE - TESTER,SMO,00325/500,2,4,6,Card 325,Variant 325
"Generated effect for card 326.\nIf this is a bulk test, card 326 validates row-level rendering.",CREATURE - TESTER,SMO,00326/500,3,5,7,Card 326,Variant 326
"Generated effect for card 327.\nIf this is a bulk test, card 327 validates row-level rendering.",CREATURE - TESTER,SMO,00327/500,4,6,1,Card 327,Variant 327
"Generated effect for card 328.\nIf this is a bulk test, card 328 validates row-level rendering.",CREATURE - TESTER,SMO,00328/500,5,7,2,Card 328,Variant 328
"Generated effect for card 329.\nIf this is a bulk test, card 329 validates row-level rendering.",CREATURE - TESTER,SMO,00329/500,6,1,3,Card 329,Variant 329
"Generated effect for card 330.\nIf this is a bulk test, card 330 validates row-level rendering.",CREATURE - TESTER,SMO,00330/500,7,2,4,Card 330,Variant 330
"Generated effect for card 331.\nIf this is a bulk test, card 331 validates row-level rendering.",CREATURE - TESTER,SMO,00331/500,8,3,5,Card 331,Variant 331
"Generated effect for card 332.\nIf this is a bulk test, card 332 validates row-level rendering.",CREATURE - TESTER,SMO,00332/500,9,4,6,Card 332,Variant 332
"Generated effect for card 333.\nIf this is a bulk test, card 333 validates row-level rendering.",CREATURE - TESTER,SMO,00333/500,1,5,7,Card 333,Variant 333
"Generated effect for card 334.\nIf this is a bulk test, card 334 validates row-level rendering.",CREATURE - TESTER,SMO,00334/500,2,6,1,Card 334,Variant 334
"Generated effect for card 335.\nIf this is a bulk test, card 335 validates row-level rendering.",CREATURE - TESTER,SMO,00335/500,3,7,2,Card 335,Variant 335
"Generated effect for card 336.\nIf this is a bulk test, card 336 validates row-level rendering.",CREATURE - TESTER,SMO,00336/500,4,1,3,Card 336,Variant 336
"Generated effect for card 337.\nIf this is a bulk test, card 337 validates row-level rendering.",CREATURE - TESTER,SMO,00337/500,5,2,4,Card 337,Variant 337
"Generated effect for card 338.\nIf this is a bulk test, card 338 validates row-level rendering.",CREATURE - TESTER,SMO,00338/500,6,3,5,Card 338,Variant 338
"Generated effect for card 339.\nIf this is a bulk test, card 339 validates row-level rendering.",CREATURE - TESTER,SMO,00339/500,7,4,6,Card 339,Variant 339
"Generated effect for card 340.\nIf this is a bulk test, card 340 validates row-level rendering.",CREATURE - TESTER,SMO,00340/500,8,5,7,Card 340,Variant 340
"Generated effect for card 341.\nIf this is a bulk test, card 341 validates row-level rendering.",CREATURE - TESTER,SMO,00341/500,9,6,1,Card 341,Variant 341
"Generated effect for card 342.\nIf this is a bulk test, card 342 validates row-level rendering.",CREATURE - TESTER,SMO,00342/500,1,7,2,Card 342,Variant 342
"Generated effect for card 343.\nIf this is a bulk test, card 343 validates row-level rendering.",CREATURE - TESTER,SMO,00343/500,2,1,3,Card 343,Variant 343
"Generated effect for card 344.\nIf this is a bulk test, card 344 validates row-level rendering.",CREATURE - TESTER,SMO,00344/500,3,2,4,Card 344,Variant 344
"Generated effect for card 345.\nIf this is a bulk test, card 345 validates row-level rendering.",CREATURE - TESTER,SMO,00345/500,4,3,5,Card 345,Variant 345
"Generated effect for card 346.\nIf this is a bulk test, card 346 validates row-level rendering.",CREATURE - TESTER,SMO,00346/500,5,4,6,Card 346,Variant 346
"Generated effect for card 347.\nIf this is a bulk test, card 347 validates row-level rendering.",CREATURE - TESTER,SMO,00347/500,6,5,7,Card 347,Variant 347
"Generated effect for card 348.\nIf this is a bulk test, card 348 validates row-level rendering.",CREATURE - TESTER,SMO,00348/500,7,6,1,Card 348,Variant 348
"Generated effect for card 349.\nIf this is a bulk test, card 349 validates row-level rendering.",CREATURE - TESTER,SMO,00349/500,8,7,2,Card 349,Variant 349
"Generated effect for card 350.\nIf this is a bulk test, card 350 validates row-level rendering.",CREATURE - TESTER,SMO,00350/500,9,1,3,Card 350,Variant 350
"Generated effect for card 351.\nIf this is a bulk test, card 351 validates row-level rendering.",CREATURE - TESTER,SMO,00351/500,1,2,4,Card 351,Variant 351
"Generated effect for card 352.\nIf this is a bulk test, card 352 validates row-level rendering.",CREATURE - TESTER,SMO,00352/500,2,3,5,Card 352,Variant 352
"Generated effect for card 353.\nIf this is a bulk test, card 353 validates row-level rendering.",CREATURE - TESTER,SMO,00353/500,3,4,6,Card 353,Variant 353
"Generated effect for card 354.\nIf this is a bulk test, card 354 validates row-level rendering.",CREATURE - TESTER,SMO,00354/500,4,5,7,Card 354,Variant 354
"Generated effect for card 355.\nIf this is a bulk test, card 355 validates row-level rendering.",CREATURE - TESTER,SMO,00355/500,5,6,1,Card 355,Variant 355
"Generated effect for card 356.\nIf this is a bulk test, card 356 validates row-level rendering.",CREATURE - TESTER,SMO,00356/500,6,7,2,Card 356,Variant 356
"Generated effect for card 357.\nIf this is a bulk test, card 357 validates row-level rendering.",CREATURE - TESTER,SMO,00357/500,7,1,3,Card 357,Variant 357
"Generated effect for card 358.\nIf this is a bulk test, card 358 validates row-level rendering.",CREATURE - TESTER,SMO,00358/500,8,2,4,Card 358,Variant 358
"Generated effect for card 359.\nIf this is a bulk test, card 359 validates row-level rendering.",CREATURE - TESTER,SMO,00359/500,9,3,5,Card 359,Variant 359
"Generated effect for card 360.\nIf this is a bulk test, card 360 validates row-level rendering.",CREATURE - TESTER,SMO,00360/500,1,4,6,Card 360,Variant 360
"Generated effect for card 361.\nIf this is a bulk test, card 361 validates row-level rendering.",CREATURE - TESTER,SMO,00361/500,2,5,7,Card 361,Variant 361
"Generated effect for card 362.\nIf this is a bulk test, card 362 validates row-level rendering.",CREATURE - TESTER,SMO,00362/500,3,6,1,Card 362,Variant 362
"Generated effect for card 363.\nIf this is a bulk test, card 363 validates row-level rendering.",CREATURE - TESTER,SMO,00363/500,4,7,2,Card 363,Variant 363
"Generated effect for card 364.\nIf this is a bulk test, card 364 validates row-level rendering.",CREATURE - TESTER,SMO,00364/500,5,1,3,Card 364,Variant 364
"Generated effect for card 365.\nIf this is a bulk test, card 365 validates row-level rendering.",CREATURE - TESTER,SMO,00365/500,6,2,4,Card 365,Variant 365
"Generated effect for card 366.\nIf this is a bulk test, card 366 validates row-level rendering.",CREATURE - TESTER,SMO,00366/500,7,3,5,Card 366,Variant 366
"Generated effect for card 367.\nIf this is a bulk test, card 367 validates row-level rendering.",CREATURE - TESTER,SMO,00367/500,8,4,6,Card 367,Variant 367
"Generated effect for card 368.\nIf this is a bulk test, card 368 validates row-level rendering.",CREATURE - TESTER,SMO,00368/500,9,5,7,Card 368,Variant 368
"Generated effect for card 369.\nIf this is a bulk test, card 369 validates row-level rendering.",CREATURE - TESTER,SMO,00369/500,1,6,1,Card 369,Variant 369
"Generated effect for card 370.\nIf this is a bulk test, card 370 validates row-level rendering.",CREATURE - TESTER,SMO,00370/500,2,7,2,Card 370,Variant 370
"Generated effect for card 371.\nIf this is a bulk test, card 371 validates row-level rendering.",CREATURE - TESTER,SMO,00371/500,3,1,3,Card 371,Variant 371
"Generated effect for card 372.\nIf this is a bulk test, card 372 validates row-level rendering.",CREATURE - TESTER,SMO,00372/500,4,2,4,Card 372,Variant 372
"Generated effect for card 373.\nIf this is a bulk test, card 373 validates row-level rendering.",CREATURE - TESTER,SMO,00373/500,5,3,5,Card 373,Variant 373
"Generated effect for card 374.\nIf this is a bulk test, card 374 validates row-level rendering.",CREATURE - TESTER,SMO,00374/500,6,4,6,Card 374,Variant 374
"Generated effect for card 375.\nIf this is a bulk test, card 375 validates row-level rendering.",CREATURE - TESTER,SMO,00375/500,7,5,7,Card 375,Variant 375
"Generated effect for card 376.\nIf this is a bulk test, card 376 validates row-level rendering.",CREATURE - TESTER,SMO,00376/500,8,6,1,Card 376,Variant 376
