rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 2277.\nIf this is a bulk test, card 2277 validates row-level rendering.",CREATURE - TESTER,SMO,02277/10000,1,3,5,Card 2277,Variant 2277
"Generated effect for card 2278.\nIf this is a bulk test, card 2278 validates row-level rendering.",CREATURE - TESTER,SMO,02278/10000,2,4,6,Card 2278,Variant 2278
"Generated effect for card 2279.\nIf this is a bulk test, card 2279 validates row-level rendering.",CREATURE - TESTER,SMO,02279/10000,3,5,7,Card 2279,Variant 2279
"Generated effect for card 2280.\nIf this is a bulk test, card 2280 validates row-level rendering.",CREATURE - TESTER,SMO,02280/10000,4,6,1,Card 2280,Variant 2280
"Generated effect for card 2281.\nIf this is a bulk test, card 2281 validates row-level rendering.",CREATURE - TESTER,SMO,02281/10000,5,7,2,Card 2281,Variant 2281
"Generated effect for card 2282.\nIf this is a bulk test, card 2282 validates row-level rendering.",CREATURE - TESTER,SMO,02282/10000,6,1,3,Card 2282,Variant 2282
"Generated effect for card 2283.\nIf this is a bulk test, card 2283 validates row-level rendering.",CREATURE - TESTER,SMO,02283/10000,7,2,4,Card 2283,Variant 2283
"Generated effect for card 2284.\nIf this is a bulk test, card 2284 validates row-level rendering.",CREATURE - TESTER,SMO,02284/10000,8,3,5,Card 2284,Variant 2284
"Generated effect for card 2285.\nIf this is a bulk test, card 2285 validates row-level rendering.",CREATURE - TESTER,SMO,02285/10000,9,4,6,Card 2285,Variant 2285
"Generated effect for card 2286.\nIf this is a bulk test, card 2286 validates row-level rendering.",CREATURE - TESTER,SMO,02286/10000,1,5,7,Card 2286,Variant 2286
"Generated effect for card 2287.\nIf this is a bulk test, card 2287 validates row-level rendering.",CREATURE - TESTER,SMO,02287/10000,2,6,1,Card 2287,Variant 2287
"Generated effect for card 2288.\nIf this is a bulk test, card 2288 validates row-level rendering.",CREATURE - TESTER,SMO,02288/10000,3,7,2,Card 2288,Variant 2288
"Generated effect for card 2289.\nIf this is a bulk test, card 2289 validates row-level rendering.",CREATURE - TESTER,SMO,02289/10000,4,1,3,Card 2289,Variant 2289
"Generated effect for card 2290.\nIf this is a bulk test, card 2290 validates row-level rendering.",CREATURE - TESTER,SMO,02290/10000,5,2,4,Card 2290,Variant 2290
"Generated effect for card 2291.\nIf this is a bulk test, card 2291 validates row-level rendering.",CREATURE - TESTER,SMO,02291/10000,6,3,5,Card 2291,Variant 2291
"Generated effect for card 2292.\nIf this is a bulk test, card 2292 validates row-level rendering.",CREATURE - TESTER,SMO,02292/10000,7,4,6,Card 2292,Variant 2292
"Generated effect for card 2293.\nIf this is a bulk test, card 2293 validates row-level rendering.",CREATURE - TESTER,SMO,02293/10000,8,5,7,Card 2293,Variant 2293
"Generated effect for card 2294.\nIf this is a bulk test, card 2294 validates row-level rendering.",CREATURE - TESTER,SMO,02294/10000,9,6,1,Card 2294,Variant 2294
"Generated effect for card 2295.\nIf this is a bulk test, card 2295 validates row-level rendering.",CREATURE - TESTER,SMO,02295/10000,1,7,2,Card 2295,Variant 2295
"Generated effect for card 2296.\nIf this is a bulk test, card 2296 validates row-level rendering.",CREATURE - TESTER,SMO,02296/10000,2,1,3,Card 2296,Variant 2296
"Generated effect for card 2297.\nIf this is a bulk test, card 2297 validates row-level rendering.",CREATURE - TESTER,SMO,02297/10000,3,2,4,Card 2297,Variant 2297
"Generated effect for card 2298.\nIf this is a bulk test, card 2298 validates row-level rendering.",CREATURE - TESTER,SMO,02298/10000,4,3,5,Card 2298,Variant 2298
"Generated effect for card 2299.\nIf this is a bulk test, card 2299 validates row-level rendering.",CREATURE - TESTER,SMO,02299/10000,5,4,6,Card 2299,Variant 2299
"Generated effect for card 2300.\nIf this is a bulk test, card 2300 validates row-level rendering.",CREATURE - TESTER,SMO,02300/10000,6,5,7,Card 2300,Variant 2300
"Generated effect for card 2301.\nIf this is a bulk test, card 2301 validates row-level rendering.",CREATURE - TESTER,SMO,02301/10000,7,6,1,Card 2301,Variant 2301
"Generated effect for card 2302.\nIf this is a bulk test, card 2302 validates row-level rendering.",CREATURE - TESTER,SMO,02302/10000,8,7,2,Card 2302,Variant 2302
"Generated effect for card 2303.\nIf this is a bulk test, card 2303 validates row-level rendering.",CREATURE - TESTER,SMO,02303/10000,9,1,3,Card 2303,Variant 2303
"Generated effect for card 2304.\nIf this is a bulk test, card 2304 validates row-level rendering.",CREATURE - TESTER,SMO,02304/10000,1,2,4,Card 2304,Variant 2304
"Generated effect for card 2305.\nIf this is a bulk test, card 2305 validates row-level rendering.",CREATURE - TESTER,SMO,02305/10000,2,3,5,Card 2305,Variant 2305
"Generated effect for card 2306.\nIf this is a bulk test, card 2306 validates row-level rendering.",CREATURE - TESTER,SMO,02306/10000,3,4,6,Card 2306,Variant 2306
"Generated effect for card 2307.\nIf this is a bulk test, card 2307 validates row-level rendering.",CREATURE - TESTER,SMO,02307/10000,4,5,7,Card 2307,Variant 2307
"Generated effect for card 2308.\nIf this is a bulk test, card 2308 validates row-level rendering.",CREATURE - TESTER,SMO,02308/10000,5,6,1,Card 2308,Variant 2308
"Generated effect for card 2309.\nIf this is a bulk test, card 2309 validates row-level rendering.",CREATURE - TESTER,SMO,02309/10000,6,7,2,Card 2309,Variant 2309
"Generated effect for card 2310.\nIf this is a bulk test, card 2310 validates row-level rendering.",CREATURE - TESTER,SMO,02310/10000,7,1,3,Card 2310,Variant 2310
"Generated effect for card 2311.\nIf this is a bulk test, card 2311 validates row-level rendering.",CREATURE - TESTER,SMO,02311/10000,8,2,4,Card 2311,Variant 2311
"Generated effect for card 2312.\nIf this is a bulk test, card 2312 validates row-level rendering.",CREATURE - TESTER,SMO,02312/10000,9,3,5,Card 2312,Variant 2312
"Generated effect for card 2313.\nIf this is a bulk test, card 2313 validates row-level rendering.",CREATURE - TESTER,SMO,02313/10000,1,4,6,Card 2313,Variant 2313
"Generated effect for card 2314.\nIf this is a bulk test, card 2314 validates row-level rendering.",CREATURE - TESTER,SMO,02314/10000,2,5,7,Card 2314,Variant 2314
"Generated effect for card 2315.\nIf this is a bulk test, card 2315 validates row-level rendering.",CREATURE - TESTER,SMO,02315/10000,3,6,1,Card 2315,Variant 2315
"Generated effect for card 2316.\nIf this is a bulk test, card 2316 validates row-level rendering.",CREATURE - TESTER,SMO,02316/10000,4,7,2,Card 2316,Variant 2316
"Generated effect for card 2317.\nIf this is a bulk test, card 2317 validates row-level rendering.",CREATURE - TESTER,SMO,02317/10000,5,1,3,Card 2317,Variant 2317
"Generated effect for card 2318.\nIf this is a bulk test, card 2318 validates row-level rendering.",CREATURE - TESTER,SMO,02318/10000,6,2,4,Card 2318,Variant 2318
"Generated effect for card 2319.\nIf this is a bulk test, card 2319 validates row-level rendering.",CREATURE - TESTER,SMO,02319/10000,7,3,5,Card 2319,Variant 2319
"Generated effect for card 2320.\nIf this is a bulk test, card 2320 validates row-level rendering.",CREATURE - TESTER,SMO,02320/10000,8,4,6,Card 2320,Variant 2320
"Generated effect for card 2321.\nIf this is a bulk test, card 2321 validates row-level rendering.",CREATURE - TESTER,SMO,02321/10000,9,5,7,Card 2321,Variant 2321
"Generated effect for card 2322.\nIf this is a bulk test, card 2322 validates row-level rendering.",CREATURE - TESTER,SMO,02322/10000,1,6,1,Card 2322,Variant 2322
"Generated effect for card 2323.\nIf this is a bulk test, card 2323 validates row-level rendering.",CREATURE - TESTER,SMO,02323/10000,2,7,2,Card 2323,Variant 2323
"Generated effect for card 2324.\nIf this is a bulk test, card 2324 validates row-level rendering.",CREATURE - TESTER,SMO,02324/10000,3,1,3,Card 2324,Variant 2324
"Generated effect for card 2325.\nIf this is a bulk test, card 2325 validates row-level rendering.",CREATURE - TESTER,SMO,02325/10000,4,2,4,Card 2325,Variant 2325
"Generated effect for card 2326.\nIf this is a bulk test, card 2326 validates row-level rendering.",CREATURE - TESTER,SMO,02326/10000,5,3,5,Card 2326,Variant 2326
"Generated effect for card 2327.\nIf this is a bulk test, card 2327 validates row-level rendering.",CREATURE - TESTER,SMO,02327/10000,6,4,6,Card 2327,Variant 2327
"Generated effect for card 2328.\nIf this is a bulk test, card 2328 validates row-level rendering.",CREATURE - TESTER,SMO,02328/10000,7,5,7,Card 2328,Variant 2328
"Generated effect for card 2329.\nIf this is a bulk test, card 2329 validates row-level rendering.",CREATURE - TESTER,SMO,02329/10000,8,6,1,Card 2329,Variant 2329
"Generated effect for card 2330.\nIf this is a bulk test, card 2330 validates row-level rendering.",CREATURE - TESTER,SMO,02330/10000,9,7,2,Card 2330,Variant 2330
"Generated effect for card 2331.\nIf this is a bulk test, card 2331 validates row-level rendering.",CREATURE - TESTER,SMO,02331/10000,1,1,3,Card 2331,Variant 2331
"Generated effect for card 2332.\nIf this is a bulk test, card 2332 validates row-level rendering.",CREATURE - TESTER,SMO,02332/10000,2,2,4,Card 2332,Variant 2332
"Generated effect for card 2333.\nIf this is a bulk test, card 2333 validates row-level rendering.",CREATURE - TESTER,SMO,02333/10000,3,3,5,Card 2333,Variant 2333
"Generated effect for card 2334.\nIf this is a bulk test, card 2334 validates row-level rendering.",CREATURE - TESTER,SMO,02334/10000,4,4,6,Card 2334,Variant 2334
"Generated effect for card 2335.\nIf this is a bulk test, card 2335 validates row-level rendering.",CREATURE - TESTER,SMO,02335/10000,5,5,7,Card 2335,Variant 2335
"Generated effect for card 2336.\nIf this is a bulk test, card 2336 validates row-level rendering.",CREATURE - TESTER,SMO,02336/10000,6,6,1,Card 2336,Variant 2336
"Generated effect for card 2337.\nIf this is a bulk test, card 2337 validates row-level rendering.",CREATURE - TESTER,SMO,02337/10000,7,7,2,Card 2337,Variant 2337
"Generated effect for card 2338.\nIf this is a bulk test, card 2338 validates row-level rendering.",CREATURE - TESTER,SMO,02338/10000,8,1,3,Card 2338,Variant 2338
"Generated effect for card 2339.\nIf this is a bulk test, card 2339 validates row-level rendering.",CREATURE - TESTER,SMO,02339/10000,9,2,4,Card 2339,Variant 2339
"Generated effect for card 2340.\nIf this is a bulk test, card 2340 validates row-level rendering.",CREATURE - TESTER,SMO,02340/10000,1,3,5,Card 2340,Variant 2340
"Generated effect for card 2341.\nIf this is a bulk test, card 2341 validates row-level rendering.",CREATURE - TESTER,SMO,02341/10000,2,4,6,Card 2341,Variant 2341
"Generated effect for card 2342.\nIf this is a bulk test, card 2342 validates row-level rendering.",CREATURE - TESTER,SMO,02342/10000,3,5,7,Card 2342,Variant 2342
"Generated effect for card 2343.\nIf this is a bulk test, card 2343 validates row-level rendering.",CREATURE - TESTER,SMO,02343/10000,4,6,1,Card 2343,Variant 2343
"Generated effect for card 2344.\nIf this is a bulk test, card 2344 validates row-level rendering.",CREATURE - TESTER,SMO,02344/10000,5,7,2,Card 2344,Variant 2344
"Generated effect for card 2345.\nIf this is a bulk test, card 2345 validates row-level rendering.",CREATURE - TESTER,SMO,02345/10000,6,1,3,Card 2345,Variant 2345
"Generated effect for card 2346.\nIf this is a bulk test, card 2346 validates row-level rendering.",CREATURE - TESTER,SMO,02346/10000,7,2,4,Card 2346,Variant 2346
"Generated effect for card 2347.\nIf this is a bulk test, card 2347 validates row-level rendering.",CREATURE - TESTER,SMO,02347/10000,8,3,5,Card 2347,Variant 2347
"Generated effect for card 2348.\nIf this is a bulk test, card 2348 validates row-level rendering.",CREATURE - TESTER,SMO,02348/10000,9,4,6,Card 2348,Variant 2348
"Generated effect for card 2349.\nIf this is a bulk test, card 2349 validates row-level rendering.",CREATURE - TESTER,SMO,02349/10000,1,5,7,Card 2349,Variant 2349
"Generated effect for card 2350.\nIf this is a bulk test, card 2350 validates row-level rendering.",CREATURE - TESTER,SMO,02350/10000,2,6,1,Card 2350,Variant 2350
"Generated effect for card 2351.\nIf this is a bulk test, card 2351 validates row-level rendering.",CREATURE - TESTER,SMO,02351/10000,3,7,2,Card 2351,Variant 2351
"Generated effect for card 2352.\nIf this is a bulk test, card 2352 validates row-level rendering.",CREATURE - TESTER,SMO,02352/10000,4,1,3,Card 2352,Variant 2352
"Generated effect for card 2353.\nIf this is a bulk test, card 2353 validates row-level rendering.",CREATURE - TESTER,SMO,02353/10000,5,2,4,Card 2353,Variant 2353
"Generated effect for card 2354.\nIf this is a bulk test, card 2354 validates row-level rendering.",CREATURE - TESTER,SMO,02354/10000,6,3,5,Card 2354,Variant 2354
"Generated effect for card 2355.\nIf this is a bulk test, card 2355 validates row-level rendering.",CREATURE - TESTER,SMO,02355/10000,7,4,6,Card 2355,Variant 2355
"Generated effect for card 2356.\nIf this is a bulk test, card 2356 validates row-level rendering.",CREATURE - TESTER,SMO,02356/10000,8,5,7,Card 2356,Variant 2356
"Generated effect for card 2357.\nIf this is a bulk test, card 2357 validates row-level rendering.",CREATURE - TESTER,SMO,02357/10000,9,6,1,Card 2357,Variant 2357
"Generated effect for card 2358.\nIf this is a bulk test, card 2358 validates row-level rendering.",CREATURE - TESTER,SMO,02358/10000,1,7,2,Card 2358,Variant 2358
"Generated effect for card 2359.\nIf this is a bulk test, card 2359 validates row-level rendering.",CREATURE - TESTER,SMO,02359/10000,2,1,3,Card 2359,Variant 2359
"Generated effect for card 2360.\nIf this is a bulk test, card 2360 validates row-level rendering.",CREATURE - TESTER,SMO,02360/10000,3,2,4,Card 2360,Variant 2360
"Generated effect for card 2361.\nIf this is a bulk test, card 2361 validates row-level rendering.",CREATURE - TESTER,SMO,02361/10000,4,3,5,Card 2361,Variant 2361
"Generated effect for card 2362.\nIf this is a bulk test, card 2362 validates row-level rendering.",CREATURE - TESTER,SMO,02362/10000,5,4,6,Card 2362,Variant 2362
"Generated effect for card 2363.\nIf this is a bulk test, card 2363 validates row-level rendering.",CREATURE - TESTER,SMO,02363/10000,6,5,7,Card 2363,Variant 2363
"Generated effect for card 2364.\nIf this is a bulk test, card 2364 validates row-level rendering.",CREATURE - TESTER,SMO,02364/10000,7,6,1,Card 2364,Variant 2364
"Generated effect for card 2365.\nIf this is a bulk test, card 2365 validates row-level rendering.",CREATURE - TESTER,SMO,02365/10000,8,7,2,Card 2365,Variant 2365
"Generated effect for card 2366.\nIf this is a bulk test, card 2366 validates row-level rendering.",CREATURE - TESTER,SMO,02366/10000,9,1,3,Card 2366,Variant 2366
"Generated effect for card 2367.\nIf this is a bulk test, card 2367 validates row-level rendering.",CREATURE - TESTER,SMO,02367/10000,1,2,4,Card 2367,Variant 2367
"Generated effect for card 2368.\nIf this is a bulk test, card 2368 validates row-level rendering.",CREATURE - TESTER,SMO,02368/10000,2,3,5,Card 2368,Variant 2368
"Generated effect for card 2369.\nIf this is a bulk test, card 2369 validates row-level rendering.",CREATURE - TESTER,SMO,02369/10000,3,4,6,Card 2369,Variant 2369
"Generated effect for card 2370.\nIf this is a bulk test, card 2370 validates row-level rendering.",CREATURE - TESTER,SMO,02370/10000,4,5,7,Card 2370,Variant 2370
"Generated effect for card 2371.\nIf this is a bulk test, card 2371 validates row-level rendering.",CREATURE - TESTER,SMO,02371/10000,5,6,1,Card 2371,Variant 2371
"Generated effect for card 2372.\nIf this is a bulk test, card 2372 validates row-level rendering.",CREATURE - TESTER,SMO,02372/10000,6,7,2,Card 2372,Variant 2372
"Generated effect for card 2373.\nIf this is a bulk test, card 2373 validates row-level rendering.",CREATURE - TESTER,SMO,02373/10000,7,1,3,Card 2373,Variant 2373
"Generated effect for card 2374.\nIf this is a bulk test, card 2374 validates row-level rendering.",CREATURE - TESTER,SMO,02374/10000,8,2,4,Card 2374,Variant 2374
"Generated effect for card 2375.\nIf this is a bulk test, card 2375 validates row-level rendering.",CREATURE - TESTER,SMO,02375/10000,9,3,5,Card 2375,Variant 2375
"Generated effect for card 2376.\nIf this is a bulk test, card 2376 validates row-level rendering.",CREATURE - TESTER,SMO,02376/10000,1,4,6,Card 2376,Variant 2376
"Generated effect for card 2377.\nIf this is a bulk test, card 2377 validates row-level rendering.",CREATURE - TESTER,SMO,02377/10000,2,5,7,Card 2377,Variant 2377
"Generated effect for card 2378.\nIf this is a bulk test, card 2378 validates row-level rendering.",CREATURE - TESTER,SMO,02378/10000,3,6,1,Card 2378,Variant 2378
"Generated effect for card 2379.\nIf this is a bulk test, card 2379 validates row-level rendering.",CREATURE - TESTER,SMO,02379/10000,4,7,2,Card 2379,Variant 2379
"Generated effect for card 2380.\nIf this is a bulk test, card 2380 validates row-level rendering.",CREATURE - TESTER,SMO,02380/10000,5,1,3,Card 2380,Variant 2380
"Generated effect for card 2381.\nIf this is a bulk test, card 2381 validates row-level rendering.",CREATURE - TESTER,SMO,02381/10000,6,2,4,Card 2381,Variant 2381
"Generated effect for card 2382.\nIf this is a bulk test, card 2382 validates row-level rendering.",CREATURE - TESTER,SMO,02382/10000,7,3,5,Card 2382,Variant 2382
"Generated effect for card 2383.\nIf this is a bulk test, card 2383 validates row-level rendering.",CREATURE - TESTER,SMO,02383/10000,8,4,6,Card 2383,Variant 2383
"Generated effect for card 2384.\nIf this is a bulk test, card 2384 validates row-level rendering.",CREATURE - TESTER,SMO,02384/10000,9,5,7,Card 2384,Variant 2384
"Generated effect for card 2385.\nIf this is a bulk test, card 2385 validates row-level rendering.",CREATURE - TESTER,SMO,02385/10000,1,6,1,Card 2385,Variant 2385
"Generated effect for card 2386.\nIf this is a bulk test, card 2386 validates row-level rendering.",CREATURE - TESTER,SMO,02386/10000,2,7,2,Card 2386,Variant 2386
"Generated effect for card 2387.\nIf this is a bulk test, card 2387 validates row-level rendering.",CREATURE - TESTER,SMO,02387/10000,3,1,3,Card 2387,Variant 2387
"Generated effect for card 2388.\nIf this is a bulk test, card 2388 validates row-level rendering.",CREATURE - TESTER,SMO,02388/10000,4,2,4,Card 2388,Variant 2388
"Generated effect for card 2389.\nIf this is a bulk test, card 2389 validates row-level rendering.",CREATURE - TESTER,SMO,02389/10000,5,3,5,Card 2389,Variant 2389
"Generated effect for card 2390.\nIf this is a bulk test, card 2390 validates row-level rendering.",CREATURE - TESTER,SMO,02390/10000,6,4,6,Card 2390,Variant 2390
"Generated effect for card 2391.\nIf this is a bulk test, card 2391 validates row-level rendering.",CREATURE - TESTER,SMO,02391/10000,7,5,7,Card 2391,Variant 2391
"Generated effect for card 2392.\nIf this is a bulk test, card 2392 validates row-level rendering.",CREATURE - TESTER,SMO,02392/10000,8,6,1,Card 2392,Variant 2392
"Generated effect for card 2393.\nIf this is a bulk test, card 2393 validates row-level rendering.",CREATURE - TESTER,SMO,02393/10000,9,7,2,Card 2393,Variant 2393
"Generated effect for card 2394.\nIf this is a bulk test, card 2394 validates row-level rendering.",CREATURE - TESTER,SMO,02394/10000,1,1,3,Card 2394,Variant 2394
"Generated effect for card 2395.\nIf this is a bulk test, card 2395 validates row-level rendering.",CREATURE - TESTER,SMO,02395/10000,2,2,4,Card 2395,Variant 2395
"Generated effect for card 2396.\nIf this is a bulk test, card 2396 validates row-level rendering.",CREATURE - TESTER,SMO,02396/10000,3,3,5,Card 2396,Variant 2396
"Generated effect for card 2397.\nIf this is a bulk test, card 2397 validates row-level rendering.",CREATURE - TESTER,SMO,02397/10000,4,4,6,Card 2397,Variant 2397
"Generated effect for card 2398.\nIf this is a bulk test, card 2398 validates row-level rendering.",CREATURE - TESTER,SMO,02398/10000,5,5,7,Card 2398,Variant 2398
"Generated effect for card 2399.\nIf this is a bulk test, card 2399 validates row-level rendering.",CREATURE - TESTER,SMO,02399/10000,6,6,1,Card 2399,Variant 2399
"Generated effect for card 2400.\nIf this is a bulk test, card 2400 validates row-level rendering.",CREATURE - TESTER,SMO,02400/10000,7,7,2,Card 2400,Variant 2400
"Generated effect for card 2401.\nIf this is a bulk test, card 2401 validates row-level rendering.",CREATURE - TESTER,SMO,02401/10000,8,1,3,Card 2401,Variant 2401
"Generated effect for card 2402.\nIf this is a bulk test, card 2402 validates row-level rendering.",CREATURE - TESTER,SMO,02402/10000,9,2,4,Card 2402,Variant 2402
"Generated effect for card 2403.\nIf this is a bulk test, card 2403 validates row-level rendering.",CREATURE - TESTER,SMO,02403/10000,1,3,5,Card 2403,Variant 2403
"Generated effect for card 2404.\nIf this is a bulk test, card 2404 validates row-level rendering.",CREATURE - TESTER,SMO,02404/10000,2,4,6,Card 2404,Variant 2404
"Generated effect for card 2405.\nIf this is a bulk test, card 2405 validates row-level rendering.",CREATURE - TESTER,SMO,02405/10000,3,5,7,Card 2405,Variant 2405
"Generated effect for card 2406.\nIf this is a bulk test, card 2406 validates row-level rendering.",CREATURE - TESTER,SMO,02406/10000,4,6,1,Card 2406,Variant 2406
"Generated effect for card 2407.\nIf this is a bulk test, card 2407 validates row-level rendering.",CREATURE - TESTER,SMO,02407/10000,5,7,2,Card 2407,Variant 2407
"Generated effect for card 2408.\nIf this is a bulk test, card 2408 validates row-level rendering.",CREATURE - TESTER,SMO,02408/10000,6,1,3,Card 2408,Variant 2408
"Generated effect for card 2409.\nIf this is a bulk test, card 2409 validates row-level rendering.",CREATURE - TESTER,SMO,02409/10000,7,2,4,Card 2409,Variant 2409
"Generated effect for card 2410.\nIf this is a bulk test, card 2410 validates row-level rendering.",CREATURE - TESTER,SMO,02410/10000,8,3,5,Card 2410,Variant 2410
"Generated effect for card 2411.\nIf this is a bulk test, card 2411 validates row-level rendering.",CREATURE - TESTER,SMO,02411/10000,9,4,6,Card 2411,Variant 2411
"Generated effect for card 2412.\nIf this is a bulk test, card 2412 validates row-level rendering.",CREATURE - TESTER,SMO,02412/10000,1,5,7,Card 2412,Variant 2412
"Generated effect for card 2413.\nIf this is a bulk test, card 2413 validates row-level rendering.",CREATURE - TESTER,SMO,02413/10000,2,6,1,Card 2413,Variant 2413
"Generated effect for card 2414.\nIf this is a bulk test, card 2414 validates row-level rendering.",CREATURE - TESTER,SMO,02414/10000,3,7,2,Card 2414,Variant 2414
"Generated effect for card 2415.\nIf this is a bulk test, card 2415 validates row-level rendering.",CREATURE - TESTER,SMO,02415/10000,4,1,3,Card 2415,Variant 2415
"Generated effect for card 2416.\nIf this is a bulk test, card 2416 validates row-level rendering.",CREATURE - TESTER,SMO,02416/10000,5,2,4,Card 2416,Variant 2416
"Generated effect for card 2417.\nIf this is a bulk test, card 2417 validates row-level rendering.",CREATURE - TESTER,SMO,02417/10000,6,3,5,Card 2417,Variant 2417
"Generated effect for card 2418.\nIf this is a bulk test, card 2418 validates row-level rendering.",CREATURE - TESTER,SMO,02418/10000,7,4,6,Card 2418,Variant 2418
"Generated effect for card 2419.\nIf this is a bulk test, card 2419 validates row-level rendering.",CREATURE - TESTER,SMO,02419/10000,8,5,7,Card 2419,Variant 2419
"Generated effect for card 2420.\nIf this is a bulk test, card 2420 validates row-level rendering.",CREATURE - TESTER,SMO,02420/10000,9,6,1,Card 2420,Variant 2420
"Generated effect for card 2421.\nIf this is a bulk test, card 2421 validates row-level rendering.",CREATURE - TESTER,SMO,02421/10000,1,7,2,Card 2421,Variant 2421
"Generated effect for card 2422.\nIf this is a bulk test, card 2422 validates row-level rendering.",CREATURE - TESTER,SMO,02422/10000,2,1,3,Card 2422,Variant 2422
"Generated effect for card 2423.\nIf this is a bulk test, card 2423 validates row-level rendering.",CREATURE - TESTER,SMO,02423/10000,3,2,4,Card 2423,Variant 2423
"Generated effect for card 2424.\nIf this is a bulk test, card 2424 validates row-level rendering.",CREATURE - TESTER,SMO,02424/10000,4,3,5,Card 2424,Variant 2424
"Generated effect for card 2425.\nIf this is a bulk test, card 2425 validates row-level rendering.",CREATURE - TESTER,SMO,02425/10000,5,4,6,Card 2425,Variant 2425
"Generated effect for card 2426.\nIf this is a bulk test, card 2426 validates row-level rendering.",CREATURE - TESTER,SMO,02426/10000,6,5,7,Card 2426,Variant 2426
"Generated effect for card 2427.\nIf this is a bulk test, card 2427 validates row-level rendering.",CREATURE - TESTER,SMO,02427/10000,7,6,1,Card 2427,Variant 2427
"Generated effect for card 2428.\nIf this is a bulk test, card 2428 validates row-level rendering.",CREATURE - TESTER,SMO,02428/10000,8,7,2,Card 2428,Variant 2428
"Generated effect for card 2429.\nIf this is a bulk test, card 2429 validates row-level rendering.",CREATURE - TESTER,SMO,02429/10000,9,1,3,Card 2429,Variant 2429
"Generated effect for card 2430.\nIf this is a bulk test, card 2430 validates row-level rendering.",CREATURE - TESTER,SMO,02430/10000,1,2,4,Card 2430,Variant 2430
"Generated effect for card 2431.\nIf this is a bulk test, card 2431 validates row-level rendering.",CREATURE - TESTER,SMO,02431/10000,2,3,5,Card 2431,Variant 2431
"Generated effect for card 2432.\nIf this is a bulk test, card 2432 validates row-level rendering.",CREATURE - TESTER,SMO,02432/10000,3,4,6,Card 2432,Variant 2432
"Generated effect for card 2433.\nIf this is a bulk test, card 2433 validates row-level rendering.",CREATURE - TESTER,SMO,02433/10000,4,5,7,Card 2433,Variant 2433
"Generated effect for card 2434.\nIf this is a bulk test, card 2434 validates row-level rendering.",CREATURE - TESTER,SMO,02434/10000,5,6,1,Card 2434,Variant 2434
"Generated effect for card 2435.\nIf this is a bulk test, card 2435 validates row-level rendering.",CREATURE - TESTER,SMO,02435/10000,6,7,2,Card 2435,Variant 2435
"Generated effect for card 2436.\nIf this is a bulk test, card 2436 validates row-level rendering.",CREATURE - TESTER,SMO,02436/10000,7,1,3,Card 2436,Variant 2436
"Generated effect for card 2437.\nIf this is a bulk test, card 2437 validates row-level rendering.",CREATURE - TESTER,SMO,02437/10000,8,2,4,Card 2437,Variant 2437
"Generated effect for card 2438.\nIf this is a bulk test, card 2438 validates row-level rendering.",CREATURE - TESTER,SMO,02438/10000,9,3,5,Card 2438,Variant 2438
"Generated effect for card 2439.\nIf this is a bulk test, card 2439 validates row-level rendering.",CREATURE - TESTER,SMO,02439/10000,1,4,6,Card 2439,Variant 2439
"Generated effect for card 2440.\nIf this is a bulk test, card 2440 validates row-level rendering.",CREATURE - TESTER,SMO,02440/10000,2,5,7,Card 2440,Variant 2440
"Generated effect for card 2441.\nIf this is a bulk test, card 2441 validates row-level rendering.",CREATURE - TESTER,SMO,02441/10000,3,6,1,Card 2441,Variant 2441
"Generated effect for card 2442.\nIf this is a bulk test, card 2442 validates row-level rendering.",CREATURE - TESTER,SMO,02442/10000,4,7,2,Card 2442,Variant 2442
"Generated effect for card 2443.\nIf this is a bulk test, card 2443 validates row-level rendering.",CREATURE - TESTER,SMO,02443/10000,5,1,3,Card 2443,Variant 2443
"Generated effect for card 2444.\nIf this is a bulk test, card 2444 validates row-level rendering.",CREATURE - TESTER,SMO,02444/10000,6,2,4,Card 2444,Variant 2444
"Generated effect for card 2445.\nIf this is a bulk test, card 2445 validates row-level rendering.",CREATURE - TESTER,SMO,02445/10000,7,3,5,Card 2445,Variant 2445
"Generated effect for card 2446.\nIf this is a bulk test, card 2446 validates row-level rendering.",CREATURE - TESTER,SMO,02446/10000,8,4,6,Card 2446,Variant 2446
"Generated effect for card 2447.\nIf this is a bulk test, card 2447 validates row-level rendering.",CREATURE - TESTER,SMO,02447/10000,9,5,7,Card 2447,Variant 2447
"Generated effect for card 2448.\nIf this is a bulk test, card 2448 validates row-level rendering.",CREATURE - TESTER,SMO,02448/10000,1,6,1,Card 2448,Variant 2448
"Generated effect for card 2449.\nIf this is a bulk test, card 2449 validates row-level rendering.",CREATURE - TESTER,SMO,02449/10000,2,7,2,Card 2449,Variant 2449
"Generated effect for card 2450.\nIf this is a bulk test, card 2450 validates row-level rendering.",CREATURE - TESTER,SMO,02450/10000,3,1,3,Card 2450,Variant 2450
"Generated effect for card 2451.\nIf this is a bulk test, card 2451 validates row-level rendering.",CREATURE - TESTER,SMO,02451/10000,4,2,4,Card 2451,Variant 2451
"Generated effect for card 2452.\nIf this is a bulk test, card 2452 validates row-level rendering.",CREATURE - TESTER,SMO,02452/10000,5,3,5,Card 2452,Variant 2452
